ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
The Nepal Brick Tile And Pipe Works,Kathmandu,Private,2016
HANUMAN INDUSTRIES,Jhapa,Private,2016
ALLIED INDUSTRIAL ENTERPRISES,Kathmandu,Private,2016
HIMALAYAN INDUSTRIES,Morang,Private,2016
SERCHAN INDUSTRIAL COMPANY,Lalitpur,Private,2016
Sherchan Aaudogik Bikash Company,Kathmandu,Private,2016
STEEL CRAFTS,Lalitpur,Private,2016
MAHENDRA SUGAR & GENERAL INDUSTRIES,Syangja,Private,2017
SANTOSHI SECURITY SERVICES,Morang,Private,2017
Himalayan  Enterprises,Kathmandu,Private,2017
NEPAL AUTOMOBILES,Kathmandu,Private,2017
Kumari Rice Oil Dal & floor Mills,Morang,Private,2017
MAHAKALI RICE OIL AND FLOUR MILLS,Dolpa,Private,2017
CHANDRA SHIVA RICE AND OIL MILLS,Morang,Private,2017
RAPTI DEVELOPMENT,Makwanpur,Private,2017
Sunshinefinance limited,Kathmandu,Private,2017
SANGRILLA BAHU UDESIYA KRISHI FARM,Kathmandu,Private,2017
NEPAL WOOLS WORKS,Lalitpur,Private,2017
HIMAL AUTOMOBILES,Kathmandu,Private,2017
SURYABAN UDHYOG,Bara,Private,2017
JANAKI RICE AND OIL MILLS,Ramechhap,Private,2017
IMPORT EXPORT SERVICES,Lalitpur,Private,2017
SURAJ TRADING COMPANY,Lalitpur,Private,2017
NEPAL HIMALAYA AUDHYOGIC CORPORETIN,Sankhuwasabha,Private,2017
HIMALAYA MAHALAXMI TEA GARDEN PVT.,Sankhuwasabha,Private,2018
Nakal Banda Tea Estate,Jhapa,Private,2018
Educational Enterprises,Kathmandu,Private,2018
EDUCATIONAL ENTERPRISE,Lalitpur,Private,2018
LAXMI TRADING COMPANY,Sankhuwasabha,Private,2018
HIMAL MARBLE CO.,Lalitpur,Private,2018
GENERAL SUPPLY COMPANY COR. HOTEL,Lalitpur,Private,2018
BALAJU WOOD UDYOG,Lalitpur,Private,2018
NEPAL UDHYOG,Lalitpur,Private,2018
SARAF AND SONS,Lalitpur,Private,2018
SANJIBANI BYABSAYA,Jhapa,Private,2018
VARIETY (THE) MANUFACTURES,Bhaktapur,Private,2018
GHARELU KASTHA KARYALAY,Terhathum,Private,2018
NEPAL STONE LIVE COMPANY,Bara,Private,2018
SAPTARI SUGAR INDUSTRIES,Siraha,Private,2018
SHREE INDUSTRIES,Morang,Private,2018
HIMAL IRON AND STEEL,Kathmandu,Private,2018
JAGADAMBA PRESS,Sindhupalchowk,Private,2018
NEPAL WOOD PRODUCTS,Kailali,Private,2018
HIMALAYA HOTEL,Lalitpur,Private,2018
THE HIMALAYAN TRANSPORT,Lalitpur,Private,2018
BIRATNAGAR WORKSHOP,Sankhuwasabha,Private,2019
GRAPHITE INDUSTRIES,Sindhupalchowk,Private,2019
JOR GANESH PRESS,Lalitpur,Private,2019
Target,Kathmandu,Private,2019
HOTEL NEPAL,Lalitpur,Private,2019
TERAI DISTRIBUTERS,Lalitpur,Private,2019
ANNAPURNA UDHYOG CHANDA,Makwanpur,Private,2019
NARESH AND COMPANY,Lalitpur,Private,2019
ASHOK TEXTILE INDUSTRIES,Kathmandu,Private,2019
PADMA SAW MILL,Rautahat,Private,2019
NEPAL FOOT WEAR PRODUCT,Kathmandu,Public,2020
Nepal Handicraft Industries,Kathmandu,Private,2020
Nepal Cane  &Bamboo Udyog,Kathmandu,Private,2020
Sati Ghatia Tea State,Jhapa,Private,2020
Giri Bhandhu Tea Estate,Jhapa,Private,2020
NEPAL SHEKHAR SANSTHA,Lalitpur,Private,2020
Morang Canning Company,Jhapa,Private,2020
KANCHAN DAIRY,Jhapa,Private,2020
Sky Land Transport Company,Kathmandu,Private,2020
Shree Chandra Gadi Tea Estate,Jhapa,Private,2020
Salt Trading Corporation,Kathmandu,Public,2020
THE FAR WAST COMPANY,Kathmandu,Private,2020
NEPAL WOOD AND ALLIED INDUSTRIES,Kathmandu,Private,2020
THE COMMONER,Kathmandu,Private,2020
Mittal Tea Estate,Jhapa,Private,2020
HIMALAYAN BUS SERVICES AND TREDING,Lalitpur,Private,2020
NEPAL POULTRY LIVESTOCKS,Kathmandu,Private,2020
Byapar Corporation,Rupandehi,Private,2020
HIMALAYA SAFARI AND TOUR COMPANY,Lalitpur,Private,2020
Paschim Nepal Transport,District not known,Private,2020
ULTRA INDUSTRIES,Kathmandu,Private,2021
GODAWARI MARBLE INDUSTRIES,Kathmandu,Private,2021
TIGER TOPS,Chitwan,Private,2021
INDUSTRIAL CONSULTING AND ENGINER R,Lalitpur,Private,2021
NEPAL MECHAINERY ENGINEERING COMPYT,Makwanpur,Private,2021
Sumananjali Films,Kathmandu,Private,2021
CAPITAL BUILDERS PVT.LTD.,Kathmandu,Private,2021
HAMA INDUSTRIAL CORPORATION,Kathmandu,Private,2021
NEPAL TRANSPORT,Sankhuwasabha,Private,2021
NEPAL CONSTRUCTION,Sankhuwasabha,Private,2021
Hardia Krishi Firm,Parsa,Private,2021
Budhakaran & Suns Tea Co.,Jhapa,Private,2021
BUDHAKARAN AND SONS TEA COMPANY,Jhapa,Private,2021
JANAKPUR CHUROT KARKHANA,Dhanusha,Public,2021
LAXMI FLOUR AND OIL MILLS,Kathmandu,Private,2021
Gobinda & Company,Kathmandu,Private,2021
NEPAL FOREST PRODUCTION,Kathmandu,Private,2021
Nepal Kastha Pratisthan,Kathmandu,Private,2021
PASCHIM NEPAL METAL INDUSTRIES,Banke,Private,2021
NEPAL PHARMECUTICAL WORKS,Kathmandu,Private,2021
NEPAL TRANSPORT,Rupandehi,Private,2021
NEPAL OIL INDUSTRIES,Kathmandu,Private,2021
BHAIRAHAWA BIDDHUT BITARAN,Kathmandu,Private,2021
HOTEL MINAKSHI,Kathmandu,Private,2021
BALAJU AUTO WORKS,Kathmandu,Private,2022
Hetauda Eng.Co.,Makwanpur,Private,2022
RIJAL CANNING COMPANY,Kathmandu,Private,2022
EKANE A.C.M.E. ENGINEERS,Lalitpur,Private,2022
NEPAL COMERCIAL SINDICATE,Kathmandu,Private,2022
HIMALAYAN MANUFACTURES,Kathmandu,Private,2022
Gugle Himal Kagag Karayalaya,Kathmandu,Private,2022
Ram Invesment,Kathmandu,Private,2022
BADRI RICE FLOUR AND OIL MILL,Lalitpur,Private,2022
Vadri Raice Phor And Oil Mill,Kathmandu,Private,2022
HIMALAYA JANATA TRANSPORT AND ENGI,Lalitpur,Private,2022
BOMBAY KHANDESARI SUGAR UDHYOG,Bara,Private,2022
THIRD I TOUR AND TRAVEL,Kathmandu,Private,2022
THIRD EYE TOURS AND TRAVELS,Lalitpur,Private,2022
NEPAL LIGHT INDUSTRIES,Kathmandu,Private,2022
GIRIBANDHU TEA ESTATE,Jhapa,Private,2022
UDAY MICA MINE JANATA COMPANY,Kathmandu,Private,2022
Pashupati ChhapaKhana,Kathmandu,Private,2022
PASPATI CHHAPAKHANA,Lalitpur,Private,2022
ACHARYA FOREST INDUSTRIES,Jhapa,Private,2022
Prithvi Metal Industries,Rupandehi,Private,2022
PRITHIVI METAL INDUSTRIES,Rupandehi,Private,2022
Nepal Metal Works,Kathmandu,Private,2022
NEPAL IRON INDUSTRIES,Kathmandu,Private,2022
NEPAL HOTEL,Kathmandu,Private,2022
Alight Construction Co,Kathmandu,Private,2022
Nepal Glass Works,Kathmandu,Private,2022
Eastern Enterprises,Kathmandu,Public,2022
DURGA MAIDA MILL,Lalitpur,Private,2022
UNITED BREWERIES NEPAL,Makwanpur,Private,2022
NEBICO,Kathmandu,Private,2022
KOSHI METAL CRAFTS,Kathmandu,Private,2022
MARTIN AND HARRIS NEPAL,Kathmandu,Private,2022
NOOKH AND BROTHERS,Kathmandu,Private,2022
IMPEX INTERNATIONAL,Lalitpur,Private,2022
SIDHI TRADE INDUSTRIES,Lalitpur,Private,2022
TASIPAKHEL HYANJA POKHARA HANDI.CEN,Palpa,Private,2022
Carpet Trading Company,Lalitpur,Private,2022
TIBETIAN CARPET TRADING COMPANY,Kathmandu,Private,2022
kamala Bivina Audhogik Vikesh  Kendra,Kathmandu,Private,2022
KAMALA BIBHINNA AUDHGIK BIKASH KENDRA,Kathmandu,Private,2022
GHARELU SHILPA BIKRI BHANDAR,Lalitpur,Private,2022
Head.Tech.Tra.Wor.,Makwanpur,Private,2023
FARMINGS AND FISHERIES,Lalitpur,Private,2023
Nepal Kala Puspa,Kathmandu,Private,2023
Dip.Ro.Li.,Kathmandu,Private,2023
CHEBLES OIL STORE,Lalitpur,Private,2023
PIONEER CONSTRUCTION COMPANY,District not known,Private,2023
MODERN HOSIERY INDUSTRY,Lalitpur,Private,2023
POKHARA,Syangja,Private,2023
EVEREST PAINTS,Kathmandu,Private,2023
RATNA MOTOR WORKS (LIQ.063/7/15),Sankhuwasabha,Private,2023
NEPAL KNITTING INDUSTRIES,Kathmandu,Private,2023
DAS OIL STORE,Makwanpur,Private,2023
ASAHAYA KALYAN KENDRA,Lalitpur,Private,2023
Bijayswori Plastic Industries,Kathmandu,Private,2023
Jay Shree Rice Flower And Oil Mill,Sunsari,Private,2023
BUSINESS AND MANAGEMENT CONSULTANCY,Lalitpur,Private,2023
GENERAL INDUSTRIES AND INVESTMENT,Kathmandu,Private,2023
NEPAL MAHILA SHILPA DUYOG,Kathmandu,Private,2023
NEPAL CHIYA BIKASH NIGAM,Ilam,Private,2023
SHERCHAN TIN CONTAINERS,Syangja,Private,2023
MAHABIR BUCKET  MANUFACTURES,Sankhuwasabha,Private,2023
NEPAL ELECTRICAL INDUSTRIES,Kathmandu,Private,2023
HIMAL CEMENT,Lalitpur,Private,2023
SAMYUKTA KRISHI UDHYOG,Kathmandu,Private,2023
MODERN FURNITURE COMPANY,Lalitpur,Private,2023
PAPATI INDUSTRIES AND PHARMACIAL,Dolpa,Private,2023
LUMBINI BUS SEWA,Rupandehi,Private,2023
NEPAL OIL COMPANY,Lalitpur,Private,2023
SHATI TRADING COMPANY,Lalitpur,Private,2023
AGEYAS WOOD AND ALLIED INDUSTRIES,Lalitpur,Private,2023
INTERNATIONAL CLEARING FORWARDING,Kathmandu,Private,2023
HIMCO PVT. LTD.,Lalitpur,Private,2023
NARAYANI CHEMICAL INDUSTRIES,Parsa,Private,2023
KALAPANA TRADING COMPANY,Kathmandu,Private,2023
JOSHI INVESTMENT,Lalitpur,Private,2023
STANDARD PRINTING PRESS,Lalitpur,Private,2024
NEPAL KNITTING AND WEAVING MILLS,Lalitpur,Private,2024
Nepal Knitting  And Weaving Mills,Kathmandu,Private,2024
RATNA STAINLESS STEEL INDUSTRIES,Kathmandu,Private,2024
BHAJURATNA AGENCY,Lalitpur,Private,2024
Pratap  Singh  (W.N.4)  Engineering  Works,Makwanpur,Private,2024
VETERINARY MEDICAL STORE,Kathmandu,Private,2024
NEPAL WIGS INDUSTRIES,Lalitpur,Private,2024
SAHA UDHYOG,Kathmandu,Private,2024
YETI TRAVELS,Kathmandu,Private,2024
HISI OVERSEA TRADING COMPANY,Lalitpur,Private,2024
PRIYA TRADING,Lalitpur,Private,2024
MUSTANG,Lalitpur,Private,2024
Nepal  Press Digesti,Kathmandu,Private,2024
Sarla Rice Oil & Flour Miles,Bardiya,Private,2024
SARALA RICE OIL AND FLOUR MILLS,Mugu,Private,2024
S.GAUTAM AND COMPANY,Lalitpur,Private,2024
The Oriental Insurance Company,Kathmandu,Public,2024
PURNIMA INDUSTRIES,Lalitpur,Private,2024
HIMALAYA SOAP FACTORY,Sankhuwasabha,Private,2024
KOIRALA INDUSTRIES,Sankhuwasabha,Private,2024
poornima industries,Kathmandu,Private,2024
NEPAL INDUSTRIES,Sankhuwasabha,Private,2024
ARUNODAYA UDHYOG,Sankhuwasabha,Private,2024
RASTRIYA BIMA SANSTHAN,Lalitpur,Private,2024
SRIDHAR INDUSTRIES,Kathmandu,Private,2024
KOSHI PUMP AND SERVICE STATION,Sankhuwasabha,Private,2024
Koshi Pump Station,District not known,Private,2024
INTERNATIONAL TRANSPORT,Lalitpur,Private,2024
Nepal Trading Industries,Kathmandu,Private,2024
Eastern Nepal Trasnport,District not known,Private,2024
OM PASHUPATI TRADERS,Lalitpur,Private,2024
ARATHUN COMPANY (NEPAL),Kathmandu,Public,2024
NEPAL ELECTRIC AND ELECTRONIC INDUS,Lalitpur,Private,2024
NEPAL SYNTHETIC INDUSTRIES,District not known,Private,2024
HIM INTERNATIONAL,Kathmandu,Private,2024
MAKALU,Dolpa,Private,2024
AMBIKA DAIRY FIRM,Bara,Private,2024
Rastrya Bima Sasthan,Kathmandu,Private,2024
NEPAL KHAND INDUSTRIES,Manang,Private,2024
SHREEE UDYOG,Lalitpur,Private,2024
SANGAM PRESS,Lalitpur,Private,2024
KOSHI TEXTILES INDUSTRIES,Kathmandu,Private,2024
ABHAYA KASTHA KARYALAYA,Lalitpur,Private,2024
Krishi  Aujar  Karkhana,Parsa,Private,2024
Gurung Pasmina,Kathmandu,Private,2024
GURUNG PASMINA UDHYOG,Lalitpur,Private,2024
ALPHA ECONOMIC,Kathmandu,Private,2024
AMBIKA INDUSTRIES,Kathmandu,Private,2025
NEPAL SPINNING WEAVING AND KNITTING,Kathmandu,Private,2025
NEMO PARQUET COMPANY,Kathmandu,Private,2025
J.B. INVESTIMENT,Kathmandu,Private,2025
HIMAYALYAN MINES,Lalitpur,Private,2025
HYAKULE MINERALS,Lalitpur,Private,2025
Cosmo Trek,District not known,Private,2025
NEPAL PAPER MILLS,Makwanpur,Private,2025
PASHUPATI CAMFOR INDUSTRIES,Sankhuwasabha,Private,2025
VOICE OF NEPAL,Kathmandu,Private,2025
NEPAL MICA MINERAL INDUSTRIES,Lalitpur,Private,2025
HAMRO BUS,Rupandehi,Private,2025
NEPAL MOTOR COMPANY,Sankhuwasabha,Private,2025
B. AND B. STORAGE,Lalitpur,Private,2025
MECHI ANCHAL JUTE PRESS UDHYOG,Jhapa,Private,2025
NEPAL RATNA MAIZE PRODUCTS,Lalitpur,Private,2025
SHYAM TEXTILE,Dolpa,Private,2025
Bishwa Jyoti Cinema Bhawan,Kathmandu,Private,2025
TRANS HIMALAYAN TOUR PVT. LTD.,Lalitpur,Private,2025
NABA DURGA DHARSAN SERVICE,Bhaktapur,Private,2025
NEPA AGENCY AND COMPANY,Lalitpur,Private,2025
KOSHI MOTOR YATAYAT,Terhathum,Private,2025
ULPHA MADICAVE INDUSTRIES,Kathmandu,Private,2025
BAIJAPUR FIRM OPEN PAN SUGAR FAC.,Banke,Private,2025
UNITED INDUSTRIES,Sankhuwasabha,Private,2025
AGRICULTURE TOOLS FACTORY,Bara,Private,2025
NEPAL NIRMAN COMPANY,Kathmandu,Private,2025
VIJAYA AUTO WORK SHOP,Terhathum,Private,2025
NEPAL ROLLER FLOUR MILLS,Sankhuwasabha,Private,2026
RATNA FILM INDUSTRIES,Lalitpur,Private,2026
HIM RATNA GARMENTS UDHYOG,Kathmandu,Private,2026
Mac Consultants,Kathmandu,Private,2026
REGMI RESEARCH,Lalitpur,Private,2026
SAGARMATHA TRANSPORT COMPANY,Siraha,Private,2026
STANDARD PRINTING PRESS,Lalitpur,Private,2026
Bishal Bazar,Kathmandu,Public,2026
SHANGRILA GARMENTS,Lalitpur,Private,2026
HOTEL CRYSTAL,Kathmandu,Private,2026
NEPAL GAS UDYOG,Kathmandu,Private,2026
BANDHAV SEWA,Parsa,Private,2026
Everst Export,Kathmandu,Private,2026
HIMALAYAN TREKKING,Kathmandu,Private,2026
NEPAL SAJHA YATAYAT GAUN SEWA,District not known,Private,2026
NEPAL MAIDA MILLS,Makwanpur,Private,2026
PASHUPATI KASTHA KARYALAYA,Rautahat,Private,2026
SOLTEE HOTEL,Lalitpur,Private,2026
SOLTEE HOTEL,Lalitpur,Private,2026
PANCH RATNA BHUTPURBA SAINIK,Syangja,Private,2026
UNIVERSAL INDUSTRIES,Lalitpur,Private,2026
SUSHILA KASTHA KARYALAYA,Lalitpur,Private,2026
AJAYA INDUSTRIES,Lalitpur,Private,2026
GANESH HIMAL TRANSPORT,Lalitpur,Private,2026
NEPAL CHEMICAL BY PRODUCTS MANUFACT,Lalitpur,Private,2026
PALPA TRANSPORT,Syangja,Private,2026
INTERNATIONAL CARRIERS,Lalitpur,Private,2026
TRIPURA HOTEL,Lalitpur,Private,2026
HIMALAYA TRAVELS AND TOURS,Kathmandu,Private,2026
NEPAL TYPE FOUNDRY,Sindhupalchowk,Private,2026
BRICK AND TILE FACTORY,Sindhupalchowk,Private,2026
RIMAL AND ADHIKARI COMPANY,Lalitpur,Private,2026
NEPAL CARRIER,Lalitpur,Private,2026
Birat   Hotel,Kathmandu,Private,2026
NEPAL TUBE COMPANY,Lalitpur,Private,2026
NAWA NEPAL PAPER BOARD MILLS,Lalitpur,Private,2026
JANAK DAIRY FIRM,Dhanusha,Private,2026
MAHAKALI KASTHA UDYOG,Lalitpur,Private,2026
PASHUPATI CONSTRUCTION AND ENGINEER,Kathmandu,Private,2026
HOTEL LEO,Lalitpur,Private,2026
STEEL PRODUCTS,Kathmandu,Private,2026
STEEL UDYOG NEPAL,Parsa,Private,2026
G.B.S. CRAFT,Lalitpur,Private,2026
PASHUPATI TRANSPORT COMPANY,Lalitpur,Private,2027
D.B. HOMES PVT. LTD.,Lalitpur,Private,2027
D.B.Homes,Kathmandu,Private,2027
Prem Transport,Kathmandu,Private,2027
PREM TRANPORT,Kathmandu,Private,2027
COMMONER ALLIANCE PRESS,Kathmandu,Private,2027
KHADHYA UDHYOG,Makwanpur,Private,2027
Hotel Rapti,Lalitpur,Private,2027
Ganapati Group of Construction,Kathmandu,Private,2027
NEPAL BAGING COMPANY,Makwanpur,Private,2027
AMBUJA ELECTRO CASTING NEPAL LTD,Sunsari,Private,2027
NEPAL TRADITIONAL CRAFTS,Kathmandu,Private,2027
NEPAL ENGINEERING,Kathmandu,Private,2027
GUNKESHARI TRANSPORT,Kathmandu,Private,2027
HOTEL MALLA,Kathmandu,Private,2027
ANNAPURNA MOUNTAINEERING AND TREKKN,Kathmandu,Private,2027
MORANG BUS SERVICE,Sankhuwasabha,Private,2027
KAPILBASTU RICE MILL,Kapilvastu,Private,2027
BHANDARI RICE MILL,Lalitpur,Private,2027
TANNING INTERPRISES OF NEPAL,Makwanpur,Private,2027
BAUDDHA HANDICRAFT CENTRE,Kathmandu,Private,2027
Nepal Trading Concern,Morang,Private,2027
NEPAL MATCH COMPANY,Kathmandu,Private,2027
HIMALI CONSULTANTS,Lalitpur,Private,2027
HIMALI BADERY,Kathmandu,Private,2027
Suprabhat Company,Kathmandu,Private,2027
HOTEL TEMPLE,Kathmandu,Private,2027
GORKHA TRAVELS,Kathmandu,Private,2027
ANIMAL & POULTRY FEED INDUSTRIES,Sindhupalchowk,Private,2027
BHAKTAPUR UDHYOG,Kathmandu,Private,2027
ANNAPURNA  FARMING,Nuwakot,Private,2027
BALAJU KAPADA UDYOG,Kathmandu,Public,2027
YAK AND YETI HOTEL,Lalitpur,Private,2027
GUHESHWORI SOLVENT,Kathmandu,Private,2027
HOTEL EVEREST INTERNATIONAL,Lalitpur,Private,2027
HOTEL DEL ANNAPURNA,Lalitpur,Private,2027
SONOCEM COMPANY,Lalitpur,Private,2027
NEPAL STEEL AND WIRE PRODUCTS,Kathmandu,Private,2027
INDRENI PAINT INDUSTRIES,Sindhupalchowk,Private,2027
PRABHAT BASTRA UDYOG,Lalitpur,Private,2028
LAXMI GLASS INDUSTRIES,Kathmandu,Private,2028
Dudha Khadya Co,Kathmandu,Private,2028
SURTI BIKASH COMPANY,Ramechhap,Private,2028
UNITED TRADERS SYNDICATE,Kathmandu,Private,2028
Shankar  Electric Industries,Kathmandu,Private,2028
SINGH DEVI BUS SEWA,Kathmandu,Private,2028
PURBANCHAL YATAYAT,Terhathum,Private,2028
NEPAL SOAP AND GENERAL INDUSTRIES,Terhathum,Private,2028
SHERPA TRAVELS AND TOURS,Kathmandu,Private,2028
DABUR NEPAL,Lalitpur,Private,2028
RESUNGA BUS SERVICE,Rupandehi,Private,2028
MAHASHAKTI SOAP AND CHEMICAL IND.,Kathmandu,Private,2028
DUGAD KHADYA COMPANY,Lalitpur,Private,2028
Yuggan Prakashan,Jhapa,Private,2028
ROYAL NEPAL SHIPPING CORP. (LIQ.),Lalitpur,Private,2028
KATHMANDU BUILDERS LIMITED,Parsa,Private,2028
ROYAL HOTEL,Kathmandu,Private,2028
PASHUPATI SOAP INDUSTRIES,Kathmandu,Private,2028
HOTEL YAK,Lalitpur,Private,2028
PRAJAPATI BRICK WORKS,Sindhupalchowk,Private,2028
LUMBINI ICE FACTORY,Syangja,Private,2028
NATIONAL STRUCTURE & ENGINEERING,Kathmandu,Private,2028
RAM JANAKI TRANSPORT,Kathmandu,Private,2028
HETAUNDA OIL MILL,Makwanpur,Private,2028
EKIKRIT MUNCH,Kathmandu,Private,2028
MOUNT VIEW HOTEL,Bhaktapur,Private,2028
PROJECT MANAGEMENT SERVICES,Lalitpur,Private,2028
BIJAYESHWARI PLASTIC INDUSTRIES,Lalitpur,Private,2028
SNOW-LAND EXPERIENCE,Rupandehi,Private,2028
KASTHA UDYOG,Lalitpur,Private,2028
ANNAPURNA TRAVEL AND TOURS,Kathmandu,Private,2028
DRESS-LAND GARMENT,Lalitpur,Private,2028
NEPAL TIRE RETRADERS,Kathmandu,Private,2028
HOTEL LIMBINI,Rupandehi,Private,2028
BIRAT HOTEL,Sankhuwasabha,Private,2029
NARAYANI BISCUIT COMPANY,Lalitpur,Private,2029
BIRAT HOTEL,Sankhuwasabha,Private,2029
VIJESHWOR PLASTIC INDUSTRIES,Sindhupalchowk,Private,2029
BAHU UDESIYA LAGHU UDHYOG,Sindhupalchowk,Private,2029
BUTWAL DAIRY PRODUCTION,Syangja,Private,2029
KOSHI FURNITURE AND ALLIED IND.,Sankhuwasabha,Private,2029
Tiger Top,Kathmandu,Private,2029
GANESH COLD STORE,Sankhuwasabha,Private,2029
GOKARNA KRISHI FIRM,Lalitpur,Private,2029
Himalaya Petroleum Company,Kaski,Private,2029
HOTEL DIYALO,Parsa,Private,2029
PANCHA KANYA RICE MILL,Jhapa,Private,2029
NEPAL CHHALA UDYOG,Syangja,Private,2029
Vijaya   Workshop,Sunsari,Private,2029
NEPAL COMMERCIAL ENTERPRISES,Lalitpur,Private,2029
ADHUNIK CHAMAL KARKHANA,Sankhuwasabha,Private,2029
HOTEL VIJAY INTERNATIONAL,Lalitpur,Private,2029
POKHARA HANDICRAFT CENTRE,Palpa,Private,2029
LIGHT ENGINEERING INDUSTRIES,Kathmandu,Private,2029
BIMAL OIL INDUSTRIES,Kathmandu,Private,2029
YETI INDUSTRIES,Lalitpur,Private,2029
TRISHAKTI SILAKS BUS SEWA,Kathmandu,Private,2029
RAPTI FURNITURE FACTORY,Makwanpur,Private,2029
J. K. RICE MILL INDUSTRIES,Siraha,Private,2029
Bhaktapur Uddhyog,Bhaktapur,Private,2029
ADHUNIK NIRMAN COMPANY,Kathmandu,Private,2029
HOTEL KATHMANDU,Lalitpur,Private,2029
LUMBINI ITTA TILE UDYOG,Syangja,Private,2029
NEPAL POULTRY,Kathmandu,Private,2029
Natioanl  Publishing  and   Broadcasting,Kathmandu,Private,2029
SHAHI AUSHADHI,Kathmandu,Public,2029
Nepal Straboard Company,Morang,Private,2029
NEPAL CHHIT UDHYOG,Kathmandu,Private,2029
Nepal Contruction,Saptari,Private,2029
Bigee Iron & Steel Industries,Lalitpur,Private,2029
J. J. FILM,Kathmandu,Private,2029
BIKAS CARRIERS,Kathmandu,Private,2029
EVEREST CULTURAL SOCIETY,Kathmandu,Private,2029
HETAUDA TEXTILE,Makwanpur,Private,2029
RAM INVESTMENT,Kathmandu,Private,2029
JAWALAKHEL DISTILLERY,Sindhupalchowk,Private,2029
HOTEL HILL TOP,Lalitpur,Private,2029
NEW HOTEL CRYSTAL POKHARA,Kaski,Private,2029
HIMAL OXYGEN,Lalitpur,Private,2029
KOSHI ICE AND COLD STORAGE,Sankhuwasabha,Private,2029
Natraj Tours And Travels,Lalitpur,Private,2029
VIJAYA DUGDHASHALA,Bhaktapur,Private,2029
MECHI JUT PRESS UDYOG,Jhapa,Private,2029
NEPAL BLANKET AND WOOLLEN MILLS,Makwanpur,Private,2029
BUTAWAL PLYWOOD,Syangja,Private,2029
BISHWA TEXTILE INDUSTRIES,Lalitpur,Private,2029
Biswo Textile Industries,Kathmandu,Private,2029
KIRAN LOAF STORE,Kathmandu,Private,2030
NEPAL LIVESTOCK,Kathmandu,Private,2030
WOOD CARVING INDUSTRIES,Lalitpur,Private,2030
INTERNATIONAL TREKKERS,Kaski,Private,2030
Shivco International,Kathmandu,Private,2030
MAHALAXMI INDUSTRIES,Sankhuwasabha,Private,2030
SHREE PASHUPATI BISCUIT INDUSTRIES,Kathmandu,Private,2030
J. K. SPICES,Dolpa,Private,2030
