ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Dakshinkali Communication,Kathmandu,Private,2066
Bishal Thapaliya Smriti Trust,Kathmandu,Non-Profit Distributing,2066
C.C.F.L. Service,Lalitpur,Private,2066
B.P.G. Investment,Kaski,Private,2066
Religious Thanka Art,Bhaktapur,Private,2066
Sharma Property Dealers Company,Dhanusha,Private,2066
NetraJyoti Builders,Kathmandu,Private,2066
Bhagyadata Property Dealers,Syangja,Private,2066
Suprasiddha Housing,Kathmandu,Private,2066
Siddhartha Gautam Buddha Auto Workshop,Kathmandu,Private,2066
Nishan Real Estate Company,Kathmandu,Private,2066
British Golden Future Training Center,Lalitpur,Private,2066
Nyano Tours and Travels,Jhapa,Private,2066
Himalayan International Housing & Developers,Syangja,Private,2066
Quality & Environmental Management Service,Kathmandu,Private,2066
Approach International Educational,Kathmandu,Private,2066
Nepalese Natural Bio Products,Kathmandu,Private,2066
Vital Institute and Consultancy,Kathmandu,Private,2066
Mira & Tej Investment,Rupandehi,Private,2066
Bhumika Investment Company,Rupandehi,Private,2066
Matribhumi Real Estate,Kathmandu,Private,2066
Sai P.K. Polymix Marketing,Kathmandu,Private,2066
Sushmit Medico Concern,Kathmandu,Private,2066
Republic Legal Service,Syangja,Private,2066
Rambabu Shyambabu Real Estate And Investment,Parsa,Private,2066
Gana Group,Kathmandu,Private,2066
Tilottama Investment Company,Rupandehi,Private,2066
Lama Cold Store,Kathmandu,Private,2066
Thapa Export and Import Company,Kathmandu,Private,2066
United Gorkha Business Group,Kathmandu,Private,2066
Maha Bhairab Transport,Kathmandu,Private,2066
Dhamal Bar,Kathmandu,Private,2066
Grandon Sustainable Solution,Kathmandu,Private,2066
Dazzle P.C. Fitness Fit Shop,Kathmandu,Private,2066
Construction Care,Kathmandu,Private,2066
Nepal Trek and High Adventure,Kathmandu,Private,2066
Kathmandu Japanese Vasa Academy,Kathmandu,Private,2066
Sky Housing & Investment,Kathmandu,Private,2066
Tri Shakti English School,Udayapur,Private,2066
Unique Bar and Nritya,Kathmandu,Private,2066
Shesh Narayan Jagga Bikash Company,Bhaktapur,Private,2066
Upaharharu Nepal,Kathmandu,Private,2066
Peace Nepal,Lalitpur,Private,2066
Om Birat Green City Housing,Morang,Private,2066
Lalrakshak Prakashan,Kathmandu,Private,2066
Akuj Trading Company,Kathmandu,Private,2066
Micky's Family Station,Kathmandu,Private,2066
Chain Connection,Kathmandu,Private,2066
Mahadev Parbati Housing,Kathmandu,Private,2066
G.M. Real Estate and Housing,Kathmandu,Private,2066
Victory Investment And Developers,Syangja,Private,2066
Magar Multi Traders,Kathmandu,Private,2066
Madhu Construction,Morang,Private,2066
Jun Tara Travel & Tours,Morang,Private,2066
Olive Fast Food & Lounge,Kathmandu,Private,2066
Adventure Out Door Treks and Expedition,Kathmandu,Private,2066
Progressive Desingers,Kathmandu,Private,2066
Lord Shiva Builders and Developers,Kathmandu,Private,2066
Leaders Today Inc.,Lalitpur,Private,2066
Bahadur Thing Nirman Sewa,Kathmandu,Private,2066
Dynamic Investment & Developers,Syangja,Private,2066
Anand Furniture,Kathmandu,Private,2066
Victory Cosmic Overseas,Kathmandu,Private,2066
Tari Axis Softweb Solutions,Kathmandu,Private,2066
Kumari Collection Nepal Garment  Industry,Kathmandu,Private,2066
