ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Ramaroshan Dental Clinic,Achham,Private,2071
Barpipal media,Achham,Private,2071
Malika Polyclinic,Achham,Private,2071
Friends Dental Clinic,Achham,Private,2071
Sawad Construction Company,Achham,Private,2071
Hill Side Polytechnic Institute,Achham,Private,2071
New Manakamana English Medium School Achham,Achham,Private,2071
Sunrise Academy Achham,Achham,Private,2071
Achham Krishi Engineering,Achham,Private,2071
Janajyoti English Boarding School Achham,Achham,Private,2071
Sandhikharka Construction,Arghakhanchi,Private,2071
Namuna Agro Livestock Business,Arghakhanchi,Private,2071
Lumbini Supa Deurali Agro Farms,Arghakhanchi,Private,2071
Hamro Agro & Research Center,Arghakhanchi,Private,2071
Acharya Deurali Agro Farm,Arghakhanchi,Private,2071
Arghakhanchi Hatchery,Arghakhanchi,Private,2071
nidan dental clinic,Arghakhanchi,Private,2071
Anushka Sub Money Exchange,Arghakhanchi,Private,2071
Narpani Supa Deurali Resort,Arghakhanchi,Private,2071
Argha Mineral Water,Arghakhanchi,Private,2071
Bhairab Bhauuddeshya Krishi,Arghakhanchi,Private,2071
Simalpani Agro Industries And Research Centre,Arghakhanchi,Private,2071
Everest Old Hotel Arghakhanchi,Arghakhanchi,Private,2071
Khiljee Bhagawati Crusher Udhyog,Arghakhanchi,Private,2071
Jhimruk Ekikrit Krishi Farm,Arghakhanchi,Private,2071
Shree Binayak Agriculture Firm And Research Center,Arghakhanchi,Private,2071
Khanadaha D Raj Policlinic,Arghakhanchi,Private,2071
Dipenshiva Music,Baglung,Private,2071
Kharel Daat Upachar Kendra,Baglung,Private,2071
Madhyadaram Khola B Hydropower,Baglung,Private,2071
Dhaulagiri S.T.M. Dhunga Udhyog and Investment,Baglung,Private,2071
Pun Stone Industries And Suppliers,Baglung,Private,2071
Generation Expert Educational Consultancy,Baglung,Private,2071
Burtibang Uttar Ganga Hospital,Baglung,Private,2071
Galkot Stone Suppliers,Baglung,Private,2071
Good Morning Education Baglung,Baglung,Private,2071
Muktinath Falful Suppliers and Investment,Baglung,Private,2071
G. And G. Multi Farm,Baglung,Private,2071
Baglung Golkot Gorkha Training  Center,Baglung,Private,2071
High Altitude Agriculture,Baglung,Private,2071
Baglung Jewellers,Baglung,Private,2071
T.N. Auto Venture,Baglung,Private,2071
Sarbasiddhi Suppliers,Baglung,Private,2071
Dhaulagiri Model Academy Baglung,Baglung,Private,2071
The Morning Glory Hostel And Educational Center,Baglung,Private,2071
Hotel Red Apple,Baglung,Private,2071
Emergency Polyclinic,Baglung,Private,2071
Amit And Rivan Trading,Baglung,Private,2071
Road Ways Tours And Travels,Baglung,Private,2071
Krishna Prakash Farming House,Baglung,Private,2071
Burtibang Polyclinic And Dignostic Center,Baglung,Private,2071
Galkot Media,Baglung,Private,2071
Bhatta Dental Clinic,Baitadi,Private,2071
Bhumiraj Krishijanya Bastu Bhandaran Tatha Bitaran Store,Baitadi,Private,2071
Surpal English Memorial Boarding School Baitadi,Baitadi,Private,2071
Jay Maa Bhagwati Nirman Sewa & Suppliers,Baitadi,Private,2071
Sunrise English Boarding School Baitadi,Baitadi,Private,2071
Shree Shraddha Suman English Boarding School Baitadi,Baitadi,Private,2071
Aadarsh Monteshori English Boarding School Baitadi,Baitadi,Private,2071
Snowline Academy Bajhang,Bajhang,Private,2071
Bhatta Polyclinic,Bajhang,Private,2071
Jayakalika English Bording School Bajhang,Bajhang,Private,2071
namadev technical training center,Bajhang,Private,2071
L.B. Memorial English Boarding School Bajhang,Bajhang,Private,2071
Hritparwat Academy School Bajhang,Bajhang,Private,2071
Kanda Saipal English Boarding School  Bajhang,Bajhang,Private,2071
Shree Jayaprithvi Bidhya Ashram Boarding School Bajhang,Bajhang,Private,2071
Classic Sub Remit,Bajhang,Private,2071
Bathapala English School,Bajhang,Private,2071
Beautiful Children Garden English Boarding School,Bajura,Private,2071
Amir Refulgent Institute,Bajura,Private,2071
Amir Refulgent School,Bajura,Private,2071
Little Star Academy Bajura,Bajura,Private,2071
kartikswami Himali Farm House,Bajura,Private,2071
Mastamandu Farwest academy Bajura,Bajura,Private,2071
G.N. English Medium Boarding School Bajura,Bajura,Private,2071
Khaptad Jana Sewa Polyclinic,Bajura,Private,2071
Sathi Educational Consultancy,Bajura,Private,2071
Arjun Marble and Granite House,Banke,Private,2071
Jay Bageshwori Samudayik Polyclinic,Banke,Private,2071
Samphire Educational Civilization,Banke,Private,2071
hotel pop life,Banke,Private,2071
Highlands Hydro,Banke,Private,2071
Madhu Cable Network,Banke,Private,2071
Radha Krishna Handicraft Industries,Banke,Private,2071
Modern Karnali Engineering Tatha Bikash Paramarsha,Banke,Private,2071
Jaljala English Boarding Academy Banke,Banke,Private,2071
C.S.T. Hotel and party palace,Banke,Private,2071
Banke Bageshori Campus,Banke,Private,2071
Learn and Change Educational Consultancy Private Limited,Banke,Private,2071
Ganga Mala Nirman Tatha Suppliers,Banke,Private,2071
Universal Agriculture House,Banke,Private,2071
Nepal Cements,Banke,Private,2071
Rapti Herbal Processing,Banke,Private,2071
Jaya Bageshowri seed company,Banke,Private,2071
Banke RosinTurpentine & Herbal,Banke,Private,2071
Kaptan Krishi Firm,Banke,Private,2071
Saraswati Viddhya Mandir Banke,Banke,Private,2071
Ramaroshan Tayari Poshak Udhyog,Banke,Private,2071
Vijay Metal Industries,Banke,Private,2071
Vimal Metal,Banke,Private,2071
Varsha Recycling Industries,Banke,Private,2071
Vinod Metal Industries,Banke,Private,2071
Yellow Diamond Educational Consultancy,Banke,Private,2071
Dynamic Reference Lab & Diagnostic Center,Banke,Private,2071
Capital Press,Banke,Private,2071
City Investment & Sub Money Transfer Service Pvt. Ltd.,Banke,Private,2071
Jaya Medico Distributors,Banke,Private,2071
Paschimanchal Hardwares,Banke,Private,2071
Sharda Nursing College,Banke,Private,2071
Jeevan Raksha Hitech Diagnostic Centre,Banke,Private,2071
Shubharambha Investment & Sub Money Transfer Service,Banke,Private,2071
Bheri College Nepalganj,Banke,Private,2071
Kohalpur Model College,Banke,Private,2071
Om Ganapati Industries,Banke,Private,2071
Nepal Gold Palace,Banke,Private,2071
Nepalganj cold storage and warehousing,Banke,Private,2071
Brothers Holiday Travels & Tours,Banke,Private,2071
Sachidananda Nirman Sewa And Suppliers,Banke,Private,2071
Housing Infrastructure Group Association,Banke,Private,2071
Reach Nepal,Banke,Non-Profit Distributing,2071
Best Bazaar,Banke,Private,2071
Institute of Accounting and Management,Banke,Private,2071
Himalayan Academy Manikapur Banke,Banke,Private,2071
Rama and Sons Print Services,Banke,Private,2071
Bageshori Gas Udhyog,Banke,Private,2071
Badimalika Academy Banke,Banke,Private,2071
S.B. Multiple Academy Kohalpur,Banke,Private,2071
Motherland Agro Products Processing And Promotion Center Banke,Banke,Private,2071
M.R.D. Wire Industries,Banke,Private,2071
Prince Of Peace Travel & Tours,Banke,Private,2071
Buddha Bhumi Agro Forestry,Banke,Private,2071
Rural Training & Research Consultancy,Banke,Private,2071
Midwestern Educational Academic,Banke,Private,2071
H.O. Pharma Nepal,Banke,Private,2071
Apostal Academy banke,Banke,Private,2071
Ramaroshan Trade Link,Banke,Private,2071
B.L.T. Agro Farm,Banke,Private,2071
Universal Academy Of Medical Science,Banke,Private,2071
Nepal Plywood Industries,Banke,Private,2071
College of Opthalmic Health Science,Banke,Private,2071
Nepal Mahalaxmi Real Estate,Banke,Private,2071
Khadka Industries,Banke,Private,2071
Shuvam Itta Udhyog,Banke,Private,2071
Jayas Shuva Safal Agriculture,Banke,Private,2071
Nepal Industry of Wears,Banke,Private,2071
Ramjanaki Campus,Banke,Private,2071
Jaya Bageshwari Agro and Dairy Industries,Banke,Private,2071
United Motors Suppliers,Banke,Private,2071
Lord Bageshwori Vidya Niketan Banke,Banke,Private,2071
Anuska Trade,Banke,Private,2071
New Multiple College of Software Engineering,Banke,Private,2071
Fine Smart International Consultancy,Banke,Private,2071
Jaya Bageshwori Traders And Suppliers,Banke,Private,2071
Nepal Web Marketing,Banke,Private,2071
Bal Bigyan English Boarding School Banke,Banke,Private,2071
Green Hill Academy Kohalpur,Banke,Private,2071
Bhagwati Farming,Banke,Private,2071
Bhawani Electric Company,Banke,Private,2071
Shivasya Farming,Banke,Private,2071
Public Lord Buddha Academy,Banke,Private,2071
Saint Umar Public School Banke,Banke,Private,2071
Mid Western Eye Hospital And Research Centre,Banke,Private,2071
S.A.G. Traders Nepalgunj,Banke,Private,2071
Shree New Era International English Medium School Banke,Banke,Private,2071
Ansari Money Changer,Banke,Private,2071
Sunrise English Medium School Bankay,Banke,Private,2071
Bheri Zone English Medium School Banke,Banke,Private,2071
Ganga Gurukul Academy,Banke,Private,2071
O.K. Switch and Plastic Industries,Banke,Private,2071
Shanti Nandan English Medium School Nepalganj,Banke,Private,2071
Nepalgunj Academy Of Management And It,Banke,Private,2071
Hygine M.,Banke,Private,2071
Ramdev Dental Hospital,Banke,Private,2071
Fulbari Educational Academy Banke,Banke,Private,2071
Gurukul Educational Academy  Banke,Banke,Private,2071
Global Investment and Sub Money Transfer,Banke,Private,2071
J.K.Group,Banke,Private,2071
Ujyalo Aviyan Media,Banke,Private,2071
Biswas Inc.,Banke,Private,2071
Navajyoti Boarding School Banke,Banke,Private,2071
Kanchanjangha Cold Stores,Banke,Private,2071
SARA AUTOMOTORS,Banke,Private,2071
Zenith Academy Banke,Banke,Private,2071
Jenisha Nirman And Engineering Solutions,Banke,Private,2071
Hill Shoes Industries,Banke,Private,2071
Hotel City Palace Nepalganj,Banke,Private,2071
Global Business Advisory,Banke,Private,2071
Hotel Western Riverside,Banke,Private,2071
Laiba Interior And Furniture,Banke,Private,2071
Kohalpur Food Cafe,Banke,Private,2071
Sati Diagnostic Center,Banke,Private,2071
Arunima Vidya Sadan Banke,Banke,Private,2071
Kotahi Construction and Suppliers,Banke,Private,2071
Montessori Smart Kids Banke,Banke,Private,2071
Hotel Central Plaza,Banke,Private,2071
Khajura Campus Banke,Banke,Private,2071
Grand Design and Construction,Banke,Private,2071
Banke Bindabasini Security and Manpower Placement,Banke,Private,2071
K.I. Wires,Bara,Private,2071
A.L. Cabel Network,Bara,Private,2071
Shree Rani English Boarding School Bara,Bara,Private,2071
Shree English Zone Public School Bara,Bara,Private,2071
Gadhimai Steel Industries,Bara,Private,2071
Shree Hanumanraj Polymer,Bara,Private,2071
Gyanganga Angreji Boarding School Bara,Bara,Private,2071
Bariyapur Gyan Ganga Boarding School Bara,Bara,Private,2071
Simra Paradise Hotel,Bara,Private,2071
Bodhi Mai Krishi,Bara,Private,2071
Nirmala Entertainment,Bara,Private,2071
Little Angel English Boarding School Bara,Bara,Private,2071
K. & K. Hydro And Engineering Works,Bara,Private,2071
Rimjhim Multi Investment,Bara,Private,2071
Ravi Cable Network,Bara,Private,2071
Milijuli Bahuuddeshiya Krishi Farm,Bara,Private,2071
Bara Krishi Utpadan Kendra,Bara,Private,2071
Suhana Ship Tatha Bayawasayik Prashikchan Kendra,Bara,Private,2071
Kolhabi Cold Store,Bara,Private,2071
S.N. Advertizing,Bara,Private,2071
Bara Investment,Bara,Private,2071
Amrapali Investment,Bara,Private,2071
Simara Security Service,Bara,Private,2071
Mankamna Oil & Food Processing,Bara,Private,2071
Sharp Cable Net,Bara,Private,2071
Nijgadha Agrotech Nepal,Bara,Private,2071
Shuvarambha College,Bara,Private,2071
Banasapti Krishi Farm,Bara,Private,2071
Bishwas Media,Bara,Private,2071
Ganesh Dewa Jewellers,Bara,Private,2071
Shivam Jewellers,Bara,Private,2071
Neupane Krishi Suppliers,Bara,Private,2071
Pabitra Gagan Nirman Sewa,Bara,Private,2071
T.F. Construction,Bara,Private,2071
Shree Krishna  Traders,Bara,Private,2071
Gyan Sarobar English Boarding School Bara,Bara,Private,2071
Sagarmatha Logistics,Bara,Private,2071
Happy Cinema,Bara,Private,2071
Kumari Charawanta Agriculture Center,Bara,Private,2071
Emmanuel Montessori Children Kingdom,Bara,Private,2071
Baudhimai Krishi Farm,Bara,Private,2071
Manju Kailash Krishi  Farm House,Bara,Private,2071
Narmada Automobiles,Bara,Private,2071
Himal Enginearing industris,Bara,Private,2071
Trishakti Agro Chemicals,Bara,Private,2071
Sunrise English School Bara,Bara,Private,2071
Umbrella  Multipurpose,Bara,Private,2071
Rameshwar English Boarding School Balirampur,Bara,Private,2071
Vidhyapith English Boarding School Bara,Bara,Private,2071
Shree Veena Academy Bara,Bara,Private,2071
National Public School Bara,Bara,Private,2071
Kalaiya Sunshine English Boarding School Bara,Bara,Private,2071
Rose Academy Bara,Bara,Private,2071
Kanti Academy Bara,Bara,Private,2071
Children World English Boarding School Bara,Bara,Private,2071
Diamond Travel,Bara,Private,2071
Trinity Natural Resources,Bara,Private,2071
Garden Safari Resort,Bara,Private,2071
"Paramount English Boarding School, Bara.",Bara,Private,2071
Nijgadh Hospital & Education Foundation,Bara,Private,2071
"Nav Suryodaya English Boarding School, Bara",Bara,Private,2071
Gadhimai Agro Vet Fishries Farm,Bara,Private,2071
Mahato Pashu Panchhi Farm,Bara,Private,2071
T. A. International Travels & Tours,Bara,Private,2071
Simara Housing And Developers,Bara,Private,2071
Indra Jeet English Boarding School Bhatauda,Bara,Private,2071
Bijay Sub Remit,Bara,Private,2071
Hari Engineering Works,Bara,Private,2071
Perfect Agri Solution Nepal,Bara,Private,2071
Mahendra Memorial English Boarding School Bara,Bara,Private,2071
Namaste Future Star Academy,Bara,Private,2071
United Public School Bara,Bara,Private,2071
Prince English Boarding School Bara,Bara,Private,2071
Diamond Boarding School Bara,Bara,Private,2071
Deep English Boarding School Bara,Bara,Private,2071
Sanjween English Boarding School Bara,Bara,Private,2071
Shubhakamana Oil Store,Bardiya,Private,2071
Beluwa Bahauudheshiya Krishi Firm,Bardiya,Private,2071
Shadashiva Cable Network,Bardiya,Private,2071
Guheshwori Cable Net,Bardiya,Private,2071
Raj English Medium Boarding School Bardiya,Bardiya,Private,2071
Chaulagai Agro Farm,Bardiya,Private,2071
Danfe English Medium Boarding School Bardiya,Bardiya,Private,2071
Krrishal Academy Bardiya,Bardiya,Private,2071
Rajapur Communication,Bardiya,Private,2071
Engineering Planning Consultancy Team,Bardiya,Private,2071
New Horizon Academy Bardia,Bardiya,Private,2071
K.R.P. Memorial Academy Bardiya,Bardiya,Private,2071
Bardia Tiger Network,Bardiya,Private,2071
Uday Public School bardiya,Bardiya,Private,2071
World Vision Academy Bardia,Bardiya,Private,2071
United Polyclinic Bardiya,Bardiya,Private,2071
Tek Samundra Khetibari,Bardiya,Private,2071
Rising Star Academy Bardiya,Bardiya,Private,2071
"Baniyabhar English School, Bardia",Bardiya,Private,2071
Madhyapashchim Polyclinic and Diagnostic Center,Bardiya,Private,2071
Belawa Krishi Farm,Bardiya,Private,2071
Aayushma Export Import,Bhaktapur,Private,2071
Global Creatives,Bhaktapur,Private,2071
Career Disha Nepal,Bhaktapur,Non-Profit Distributing,2071
Rabira Enterprises Pvt.Ltd.,Bhaktapur,Private,2071
Estate Guru Pvt. Ltd.,Bhaktapur,Private,2071
Duce Enterprises Pvt. Ltd.,Bhaktapur,Private,2071
Gaurishankar  Thangka Panting & School,Bhaktapur,Private,2071
Avid International Pvt. Ltd.,Bhaktapur,Private,2071
Mumbo Trading,Bhaktapur,Private,2071
National Mobile Community Clinic,Bhaktapur,Private,2071
Lovely Walker,Bhaktapur,Private,2071
Fast Track Construction,Bhaktapur,Private,2071
Shiva Baba Fabric,Bhaktapur,Private,2071
Relax Investment Pvt.Ltd.,Bhaktapur,Private,2071
Lapsus Suppliers Pvt. Ltd.,Bhaktapur,Private,2071
Recto Suppliers,Bhaktapur,Private,2071
Penguin Trading Pvt. Ltd.,Bhaktapur,Private,2071
Developer Construction,Bhaktapur,Private,2071
Social Development And Health Research Company,Bhaktapur,Private,2071
Smart Energy Solution,Bhaktapur,Private,2071
Sushila Bhairab Security Service,Bhaktapur,Private,2071
Punya Bhumi Academy of I.T.,Bhaktapur,Private,2071
Indrashan Banquet & Restaurant,Bhaktapur,Private,2071
jeniss Organic Farm & Industries,Bhaktapur,Private,2071
Namuna Mitra Nirman and Suppliers,Bhaktapur,Private,2071
Awal construction Works pvt.ltd,Bhaktapur,Private,2071
Vinayak Renewable Energy,Bhaktapur,Private,2071
Nepal Mine & Geological Research & Supplies,Bhaktapur,Private,2071
Unique Metal,Bhaktapur,Private,2071
M.U.B. Group,Bhaktapur,Private,2071
Shree Ganapati Aluminium Steel  And Interior Works,Bhaktapur,Private,2071
Karyasiddi Trade Nepal,Bhaktapur,Private,2071
Galaxy engineering trade link,Bhaktapur,Private,2071
Champak Agri Fresh,Bhaktapur,Private,2071
Energy For Change Nepal,Bhaktapur,Private,2071
Prerana Agro,Bhaktapur,Private,2071
R. And R. Steel Structures,Bhaktapur,Private,2071
Beyond The Four Walls,Bhaktapur,Non-Profit Distributing,2071
K.G.K. Suppliers,Bhaktapur,Private,2071
S.& S.Suppliers,Bhaktapur,Private,2071
Diva International,Bhaktapur,Private,2071
Infolio International,Bhaktapur,Private,2071
Spark Trading & Suppliers,Bhaktapur,Private,2071
Gattha Araniko International Education Foundation,Bhaktapur,Private,2071
Home Solution,Bhaktapur,Private,2071
Riva Travel & Tours,Bhaktapur,Private,2071
Easy Link International,Bhaktapur,Private,2071
Kathmandu Manakamana Export Pvt. Ltd.,Bhaktapur,Private,2071
Chwanga Ganesh Academy Bhaktapur,Bhaktapur,Private,2071
Nice Flexi Foam Industries,Bhaktapur,Private,2071
Beilngries youth for health and technology,Bhaktapur,Private,2071
Manakamana Recondition pvt.Ltd,Bhaktapur,Private,2071
Shubham Agro,Bhaktapur,Private,2071
Space Trade & Suppliers,Bhaktapur,Private,2071
S.& S. Cinemas,Bhaktapur,Private,2071
Irene Consults & Research,Bhaktapur,Private,2071
Imperial International,Bhaktapur,Private,2071
Rabi Suppliers,Bhaktapur,Private,2071
Kshamadevi Aluminium Profile,Bhaktapur,Private,2071
Shubharambha Pre School,Bhaktapur,Private,2071
Dynamic Washing,Bhaktapur,Private,2071
Helix Garmentas Pvt.Ltd.,Bhaktapur,Private,2071
Mahiv Traders,Bhaktapur,Private,2071
Nepal College Of Professional Studies,Bhaktapur,Private,2071
Xenon Civil Planer,Bhaktapur,Private,2071
Dhungeswori Agro,Bhaktapur,Private,2071
Supreme Auto Engineering,Bhaktapur,Private,2071
Shree Riddhi Siddhi Metal Industries,Bhaktapur,Private,2071
Volcus Soft,Bhaktapur,Private,2071
Life Mission Impossible to Possible Initiative Council,Bhaktapur,Private,2071
Siddi Home,Bhaktapur,Private,2071
Nexus Trading,Bhaktapur,Private,2071
Tech Estate Venture,Bhaktapur,Private,2071
Araniko Auto Mobile,Bhaktapur,Private,2071
The Online Bazaar,Bhaktapur,Private,2071
J & J. Importers,Bhaktapur,Private,2071
Uttam Sony Krishi Tatha Pasupalan Company,Bhaktapur,Private,2071
Siddartha International Hotel,Bhaktapur,Private,2071
Three R Business Inc.,Bhaktapur,Private,2071
Gangahari NIrman Sewa,Bhaktapur,Private,2071
Modern Liza International,Bhaktapur,Private,2071
synergy accounting consultancy,Bhaktapur,Private,2071
Yuwa Krishi Farm,Bhaktapur,Private,2071
Aquarius Engineers,Bhaktapur,Private,2071
Yonjan Krishi Firm,Bhaktapur,Private,2071
Dynamic Marketing,Bhaktapur,Private,2071
