ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Khaptad Technical College,Achham,Private,2069
Khaptad Media,Achham,Private,2069
Achham Cable Network,Achham,Private,2069
Deurali Health Care Center,Arghakhanchi,Private,2069
Galaxy English Boarding School Arghakhanchi,Arghakhanchi,Private,2069
Airawati Institute of Technology and Research,Arghakhanchi,Private,2069
Pahad Itta Udhyog,Arghakhanchi,Private,2069
Tarjen Driving,Arghakhanchi,Private,2069
Supa Dewrali Roda Dhunga Udhyog,Arghakhanchi,Private,2069
Deurali Technical College of Technology,Arghakhanchi,Private,2069
Akhil Overseas,Baglung,Private,2069
Prayogshala PrashiKshan Polyclinic,Baglung,Private,2069
Dhaulagiri Technical College,Baglung,Private,2069
Uttarganga Prabidhik Shikshalaya,Baglung,Private,2069
G.K. Multiple Technical Institute,Baglung,Private,2069
New Model English Boarding Schools Resh,Baglung,Private,2069
Hotel Valley Top,Baglung,Private,2069
Sagarmatha Boarding School Baglung,Baglung,Private,2069
Shahid Thir Bam Malla Memorial Foundation,Baglung,Non-Profit Distributing,2069
Sandipa Nirman Sewa & Investment,Baglung,Private,2069
Baglung Multi Investment,Baglung,Private,2069
Ghumte Crusher And Construction,Baglung,Private,2069
Deurali Peribang Cable Network,Baglung,Private,2069
Camaroon Nirman Sewa,Baglung,Private,2069
Dhaulagiri Swabhiman Company,Baglung,Public,2069
Green Development Bank,Baglung,Public,2069
Deal Consultancy,Baglung,Private,2069
Dhorpatan Krashar and Construction Udhyog,Baglung,Private,2069
Shree Sole Boarding School,Baglung,Private,2069
Baglung Construction,Baglung,Private,2069
Asmita Enterprises,Baglung,Private,2069
Dhaulagiri Television,Baglung,Private,2069
Kaligandaki Computer and Educare Center,Baglung,Private,2069
Shree Krishna Dental Home,Baglung,Private,2069
Tapobhumi Multipurpose Investment Company,Baglung,Private,2069
Royal Dhaulagiri Builders and Developers,Baglung,Private,2069
Shree Durga Bhawani Boarding School,Baitadi,Private,2069
Bombay Garments,Baitadi,Private,2069
Western Technology,Baitadi,Private,2069
Ningalasaini Cable Network,Baitadi,Private,2069
Bajhang Krishi Tatha Jadibuti Company,Bajhang,Private,2069
Manoj Cable Network,Bajhang,Private,2069
Api Saipal English School Bajhang,Bajhang,Private,2069
Bal Maitri Academy,Bajhang,Private,2069
surma sarowar english bording school,Bajhang,Private,2069
Global Tourch English Medium School,Bajhang,Private,2069
Stars Twinkling Vocational English Boarding School,Bajhang,Private,2069
Radiant Life English Boarding School bhatekhola Bajhang,Bajhang,Private,2069
Kalika English Boarding School Bajhang,Bajhang,Private,2069
Mount Malika Gobar Gas,Bajura,Private,2069
Budhi Nanda Bio,Bajura,Private,2069
Badimalika Polyclinic Sewa,Bajura,Private,2069
Grace Academy Bajura,Bajura,Private,2069
Shree Jalphadevi English Boarding School Bajura,Bajura,Private,2069
Sakantee Media Network,Banke,Private,2069
Malika Sewa Concern,Banke,Private,2069
Synergy Impex,Banke,Private,2069
Nepalganj City Hospital,Banke,Private,2069
B.L.T. Construction,Banke,Private,2069
Karnali Engineering Consultants,Banke,Private,2069
Gyan Agri Warehousing & Collateral Management,Banke,Private,2069
Deepjyoti Bidhya Niketan,Banke,Private,2069
Dakshinkali Baikalpik Urja,Banke,Private,2069
Krishnasaar Hotel and Restaurant,Banke,Private,2069
National Enterpreneurship and Employment Development Nepal,Banke,Private,2069
Bageshwari Eye Technical Institute,Banke,Private,2069
Kohalpur Engineering College,Banke,Private,2069
Karnali College Of Engineering & Management,Banke,Private,2069
Nayak Education Foundation,Banke,Private,2069
Bheri College of Engineering,Banke,Private,2069
Spring Technical College,Banke,Private,2069
Life Line Engineering Academy,Banke,Private,2069
Kisan Shit Bhandar,Banke,Private,2069
Bageshwari Prabidhik Shikshalaya,Banke,Private,2069
Aim College of Technical Studies,Banke,Private,2069
Mid West Engineering College & Research Center,Banke,Private,2069
Om Technical College,Banke,Private,2069
Rara National Prabidhik Campus,Banke,Private,2069
Krishnasar School of Polytechnic,Banke,Private,2069
Sabnam Minerals,Banke,Private,2069
Unique Institute of Technology,Banke,Private,2069
Hope International College of Engineering,Banke,Private,2069
Western College of Technology,Banke,Private,2069
Kanjiruwa Technical Institute of College,Banke,Private,2069
Saubhagya Medical Clinic & Diagnostic Centre,Banke,Private,2069
Kamdhenu International,Banke,Private,2069
Om Urja Technis,Banke,Private,2069
Welcome Investment Company,Banke,Private,2069
Mata Bageshwari Security Service,Banke,Private,2069
K.S. Nature,Banke,Private,2069
Ashirbad Paints,Banke,Private,2069
Kohalpur Technical College,Banke,Private,2069
Jana Ekata Construction,Banke,Private,2069
Himal Prabidhik Campus,Banke,Private,2069
North Point Trade Link,Banke,Private,2069
Rahaman Zeeshan,Banke,Private,2069
Bageshwari Trade Links & Suppliers,Banke,Private,2069
Chaulani  Books Distributors,Banke,Private,2069
Shweta Business,Banke,Private,2069
Nigalchula Traders,Banke,Private,2069
Suryamukhi Investment,Banke,Private,2069
Om Bheri Dental Care Center,Banke,Private,2069
Nepalgunj Hospital of Therapy,Banke,Private,2069
Swarna Cable Network,Banke,Private,2069
Hotel Hill Park & Restaurant,Banke,Private,2069
Prism Design and Print Solution,Banke,Private,2069
Kalpataru Hotel and Kaushiki banquet,Banke,Private,2069
Next Software Solutions,Banke,Private,2069
San Jie International Food Industries Nepal,Banke,Private,2069
Dibya Organic Fertilizer,Banke,Private,2069
Panchamukhi Chhatrabash,Banke,Private,2069
Deuti Rozin and Terpentine Udhyog,Banke,Private,2069
Jaya Bageswary Bidya Niketan,Banke,Private,2069
New Modern Academy Banke,Banke,Private,2069
Khaptad Agriculture & Multipurpose,Banke,Private,2069
Bheri Distillery & Allied Industries,Banke,Private,2069
Pachim Nepal Tourism & Smart Educational Consultancy pvt.ltd.,Banke,Private,2069
Midwest Security And Workers Services,Banke,Private,2069
Brij Poly Clinic,Banke,Private,2069
Nepalgunj Trade Link,Banke,Private,2069
Nepalgunj Educational And Research Consultancy,Banke,Private,2069
R.C. Sports Vision International,Banke,Private,2069
Shiwaa Metal Casting Industries,Banke,Private,2069
Asian Pet Perform & Bottle Industries,Banke,Private,2069
Health Care Aspatal Tatha Prasuti Griha,Banke,Private,2069
Nepalganj College of Management,Banke,Private,2069
Shree Jagannath Singh English Medium Boarding School,Banke,Private,2069
Baghauda  Modern Public School,Banke,Private,2069
Himalayan Model Hospital,Banke,Private,2069
Rapti English Medium School,Banke,Private,2069
Bankatawa Arniko Investment,Banke,Private,2069
Kerry Tobacco Product,Banke,Private,2069
Pyramid Nepal Multipurpose,Banke,Private,2069
Bheri Security Training And Guard Suppliers,Banke,Private,2069
Mid West Industries,Banke,Private,2069
Village View School,Banke,Private,2069
Swa. Girija Prasad Koirala Merorial Hospital,Banke,Private,2069
Central Spirit,Banke,Private,2069
Western Ginger Product,Banke,Private,2069
Allied Distillery,Banke,Private,2069
Jay Ma Narayan Chiuradi  Construction,Banke,Private,2069
M.S.T. Construction & Suppliers,Banke,Private,2069
Nepalgunj Golden Get Education and Research Center,Banke,Private,2069
Malika Minerals Industries,Banke,Private,2069
Naresh Nirman Company Sewa,Banke,Private,2069
The Trade Siddhartha International,Banke,Private,2069
Dun Educational Consultancy,Banke,Private,2069
Tirupati Balaji Surgical & Furniture Suppliers,Banke,Private,2069
Gurkahs Corp,Banke,Private,2069
Midwest Investment,Banke,Private,2069
Sahara Housing Company,Banke,Private,2069
