ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Ghan Om Shree Human Resource,Kathmandu,Private,2067
Panas Herbal Product,Kathmandu,Private,2067
Amarawati Habitat,Kathmandu,Private,2067
Caldron Sub Remit,Kathmandu,Private,2067
Aishwarya International,Kathmandu,Private,2067
Upgrade Management Group,Kathmandu,Private,2067
Budhanilkantha Beverage Product,Kathmandu,Private,2067
Dhumbarahi Mart,Kathmandu,Private,2067
Renewable Energy and Economic Development Center,Lalitpur,Private,2067
Pine View Education Consultancy,Kathmandu,Private,2067
Biz Lead International,Kathmandu,Private,2067
Bishlex International Exports & Imports,Kathmandu,Private,2067
Shantimata Transport Service,Kathmandu,Private,2067
Simrik Trade,Lalitpur,Private,2067
M. Media,Kathmandu,Private,2067
Agni Suryodaya Guest House,Kathmandu,Private,2067
Kalinchowk Suppliers,Kathmandu,Private,2067
Chameli Overseas,Kathmandu,Private,2067
Nyarva Green Treks and Expedition,Kathmandu,Private,2067
Devaki College Of Management & Science,Siraha,Private,2067
Om National Academy,Parsa,Private,2067
Indreni Consulting Engineers,Chitwan,Private,2067
Nepal Academy Of Martial Arts,Kathmandu,Private,2067
Hot Ice Entertaiment,Kathmandu,Private,2067
MERLIN HOLDING & INVESTMENT GROUP,Lalitpur,Private,2067
Jokhu Chaudhary Samudayik Health Care & Research Center,Parsa,Private,2067
Shubha Aabhas Consult,Kathmandu,Private,2067
Eton Web Development,Kathmandu,Private,2067
Alpha Investment Company,Kathmandu,Private,2067
Mithila Institute Of Technology,Dhanusha,Private,2067
Prism Oil Suppliers,Kathmandu,Private,2067
Himali Yartsha Gunbu,Kathmandu,Private,2067
Color & Codes,Kathmandu,Private,2067
Kathmandu Television,Kathmandu,Private,2067
Kiran Films,Kathmandu,Private,2067
All Plast Nepal System,Lalitpur,Private,2067
Albert Education Foundation,Kathmandu,Private,2067
Chitwan Patanjali Ayurbed Tatha Yog Sewa,Chitwan,Private,2067
Dhaulagiri Hatchery Udhyog,Parbat,Private,2067
Sabotage Publication,Kathmandu,Private,2067
Aaditya Technology,Kathmandu,Private,2067
Beauty Spa,Lalitpur,Private,2067
Snowcaped Himalayan Adventure Travel and Tours,Kathmandu,Private,2067
Magic Beans,Kathmandu,Private,2067
Achievers World Nepal,Morang,Private,2067
vancouver Education Consultancy,Kathmandu,Private,2067
Puja Furniture,Kathmandu,Private,2067
Bajrang Bali Book Enterprises,Kathmandu,Private,2067
Aislinn Immigration & Educational Consultancy,Rupandehi,Private,2067
Dhaulagiri Baglung Kalika Suppliers,Kathmandu,Private,2067
Janani Entertainment,Kathmandu,Private,2067
Anupam Multipurpose Company,Kathmandu,Private,2067
Jaya Mata Salambu Concrete Block Udhyog,Kathmandu,Private,2067
G. R. Manpower Service,Kathmandu,Private,2067
Rojan Rock And Minerals,Kathmandu,Private,2067
Golden Wood Herbal  Medicine,Kathmandu,Private,2067
S.N.A. Food & Feed,Bardiya,Private,2067
Star Eye Overseas Consultancy,Kathmandu,Private,2067
Rural Development and Research Center,Parsa,Private,2067
Hydro-Promotion,Kathmandu,Private,2067
Cass Korea Enterprises,Kathmandu,Private,2067
Golden Tap Kathmandu Mall Food Court,Kathmandu,Private,2067
Common Good Cottage International Academy,Kathmandu,Private,2067
Dragon China Itta Tile Industry,Lalitpur,Private,2067
Harati Foundation,Kathmandu,Non-Profit Distributing,2067
Nepalgunj Health Campus,Jhapa,Private,2067
Prise Media,Kathmandu,Private,2067
Glitter Educational Institution,Kathmandu,Private,2067
Raj Shree International Travels & Tours,Kathmandu,Private,2067
Mega Bank Nepal,Kathmandu,Public,2067
R.K. International Traders & Suppliers,Kaski,Private,2067
Shreenagar Music,Kathmandu,Private,2067
Guseul Trading,Kathmandu,Private,2067
Ozone Fly Travels and Tours,Kathmandu,Private,2067
Richa Treks,Kathmandu,Private,2067
Satyawati Roda Udhyog,Palpa,Private,2067
Solar Engineering And Educational Consultancy,Kaski,Private,2067
Ampras Industries,Lalitpur,Private,2067
Dental Care Hospital,Kathmandu,Private,2067
Sangam Sweets,Kathmandu,Private,2067
Aaditya Tours and Travels,Kaski,Private,2067
Abatar Records & Distributtion,Kathmandu,Private,2067
Anjoj Trading,Kathmandu,Private,2067
Cups and Cakes,Kathmandu,Private,2067
S.R.B. Snooker House,Kathmandu,Private,2067
Trimurti Residential English School Saptari,Saptari,Private,2067
Mountain Entertainment Management,Kathmandu,Private,2067
Namaste Real Services,Chitwan,Private,2067
Ashirbad Nepal Advertising,Chitwan,Private,2067
Living Traditions Museum,Bhaktapur,Non-Profit Distributing,2067
Renushree Trade And Suppliers,Lalitpur,Private,2067
SIDDHIDATRI BOUTIQUE,Lalitpur,Private,2067
Gurkha Beverage,Kathmandu,Private,2067
Gurkha Golden Trade,Kathmandu,Private,2067
Apollo International Hospital Nepal,Kathmandu,Private,2067
Gandaki Communication,Kaski,Private,2067
Medical Trading House,Kathmandu,Private,2067
Classic Surgicals,Kathmandu,Private,2067
Deccon International,Kathmandu,Private,2067
Butawal Prabidhik Shikshalaya,Rupandehi,Private,2067
Sunsari Digital Photo Print,Sunsari,Private,2067
Menala Travels & Tours,Kathmandu,Private,2067
Friends Group Versatile,Kathmandu,Private,2067
Software Business and Service,Kathmandu,Private,2067
Jyoti English Boarding School Udayapur,Udayapur,Private,2067
Bhairab Interactive,Syangja,Private,2067
Adventure Samsara,Kathmandu,Private,2067
Ace International Travels & Tours,Kathmandu,Private,2067
Michigan International College,Kathmandu,Private,2067
Mega International College,Kathmandu,Private,2067
Ace Trekking & Expedition,Kathmandu,Private,2067
Tarang Food Niche Restaurant,Kathmandu,Private,2067
Live Web Communication,Sindhuli,Private,2067
Shreya Associates,Kathmandu,Private,2067
Nawadurga Tent House,Kathmandu,Private,2067
Bagdwar Investment Company,Kathmandu,Private,2067
Rhythm Overseas,Kathmandu,Private,2067
Ramdhuni Sunchandi Pasal,Kathmandu,Private,2067
Western Cargo,Kathmandu,Private,2067
R.B. Core Treks,Bhaktapur,Private,2067
Pagoda Construction,Chitwan,Private,2067
Organic World Plus Nepal,Kathmandu,Private,2067
Trekkers Home And Resturent,Kathmandu,Private,2067
Benevolent Multipurpose Company,Bhaktapur,Private,2067
Kopila Educational House Kathmandu,Kathmandu,Private,2067
Kedar Minerals Company,Kathmandu,Private,2067
Cover Investment,Kathmandu,Private,2067
M.A.W. Investment,Morang,Private,2067
Malika Education School Doti,Doti,Private,2067
Lumbini Agro Products & Research Center,Rupandehi,Private,2067
Green Satellite City,Kathmandu,Private,2067
Kamdhenu Construction Company,District not known,Private,2067
Chandrama Medical and Polyclinic,Dhanusha,Private,2067
Olisha Internationa Medical and Polyclinic,Dhanusha,Private,2067
Panchakanya Stone,Dhading,Private,2067
Ishan Engineering Consultancy,Dolakha,Private,2067
Bhrikuti Developers,Kathmandu,Private,2067
Amrit Janaki Medical Polyclinic,Dhanusha,Private,2067
Global Nexus,Kathmandu,Private,2067
Gaun-Shahar Express,Kathmandu,Private,2067
Gajur Enterprises,Kathmandu,Private,2067
Spirit Of Kathmandu Airlines,Kathmandu,Private,2067
Domestic Cargo Express,Kathmandu,Private,2067
Bandipur Travels and Tours,Kathmandu,Private,2067
Bramha Services Center,Kathmandu,Private,2067
Bagh Bachchhala And Suppliers,Kathmandu,Private,2067
White Leaf Nepal Inc,Kathmandu,Private,2067
Om Nursery,Kathmandu,Private,2067
Antique Vision,Kathmandu,Private,2067
Tridev Motors,Banke,Private,2067
Bigbyte I.T. World,Kathmandu,Private,2067
H.T.B. International Education Management,Kathmandu,Private,2067
Aasha Investment,Kathmandu,Private,2067
Deula S.E.M.S. Consult,Kathmandu,Private,2067
Laxmi Home Appliances,Sarlahi,Private,2067
World Avenues Holidays,Chitwan,Private,2067
Nubri Manaslu Mineral Water,Kathmandu,Private,2067
Nepal Milk Company,Kathmandu,Private,2067
Dedicated Web Hosting Nepal,Kathmandu,Private,2067
Mahabir Automobiles,Morang,Private,2067
Ichowk Hydropower,Kathmandu,Private,2067
Samriddha Nepal Model Enterprises,Syangja,Private,2067
Saroj R.C.M.,Dhanusha,Private,2067
Mathema & Partners,Lalitpur,Private,2067
Mahakali dental Hospital,Kanchanpur,Private,2067
Real Vision Open Education,Lalitpur,Private,2067
C.G. Manipal Kathmandu Higher Secondary School,Lalitpur,Private,2067
Kudan Travel & Tours,Kathmandu,Private,2067
Opera Tune Music Company,Kathmandu,Private,2067
Jeevan Vigyan Kendra,Kathmandu,Private,2067
Power Sound,Kathmandu,Private,2067
Lemon Tea Software,Kathmandu,Private,2067
Lunbini Holyland International Buddhist Center,Kathmandu,Private,2067
Lumbini Holyland World Buddhist Research And Meditation Institute,Kathmandu,Private,2067
Aacharya Investment Company,Dang,Private,2067
K.R.B. Housing,Kathmandu,Private,2067
Sin Nihongo Training Institute,Kathmandu,Private,2067
Ocean I.T. Solution,Kathmandu,Private,2067
Rusha Biotech International,Kaski,Private,2067
Health Shop,Kathmandu,Private,2067
Sap Medico,Syangja,Private,2067
Highway Fuel & Business Centre,Rautahat,Private,2067
Prince Edu Consultancy Service,Kathmandu,Private,2067
Saksham Medical Center,Kathmandu,Private,2067
Angel International Education,Kanchanpur,Private,2067
Thicksum Muk Yangbhu Films,Kathmandu,Private,2067
Dhor Baharai Aggregate Crusher Udhyog,Tanahun,Private,2067
Perfect Shoe,Kathmandu,Private,2067
Fire Media House,Kathmandu,Private,2067
Anamol Hospital and Research Center,Kathmandu,Private,2067
Ebenezer Education,Kathmandu,Private,2067
