ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
WANA PROGRESSIVE ENGLISH BOARDING SCHOOL,Sankhuwasabha,Private,2064
SARBODAYA EDUCATIONAL FOUNDATION,Jhapa,Private,2064
DIGITAL CINEMA NEPAL,Kathmandu,Private,2064
HI-TECH MANAGEMENT & INVESTMENT,Kathmandu,Private,2064
BINAYAKAM SURGICALS,Kathmandu,Private,2064
RELATION NEPAL CONSULTANCY,Kathmandu,Private,2064
PEACE HOME COMPANY,Lalitpur,Private,2064
K.S. VEHICLE ENTERPRISES,Kathmandu,Private,2064
ORALINK MICROSYS,Lalitpur,Private,2064
ALONE TRAVELLER PLUS,Kathmandu,Private,2064
EDUCATION TEAM,Kathmandu,Private,2064
CHARAALI GROCERY SHOP,Jhapa,Private,2064
ROYAL PACIFIC TRAVELS NEPAL,Lalitpur,Private,2064
D. & D. AUTO LINKS Pvt. Ltd,Kathmandu,Private,2064
KATHAYAT CONSTRUCTION MATERIALS INDUSTRIES,Jumla,Private,2064
DAYA SAGAR HOUSING,Lalitpur,Private,2064
MANAKAMANA LANGUAGE & TRAINING ACADEMY,Kathmandu,Private,2064
GANESH HIMAL TEA INDUSTRIES,Kathmandu,Private,2064
S.R.S. DEVELOPERS,Kathmandu,Private,2064
NEW CAPITAL UCHCHA MADHYAMIK VIDHYALAYA,Chitwan,Private,2064
UNIQUE MONEY TRANSFER COMPANY,Kathmandu,Private,2064
BLUE SKY NEPAL BUILDERS,Kathmandu,Private,2064
PATHIBHARA PHOOLBARI HOUSING,Kathmandu,Private,2064
MECHI ONE OVERSEAS CONSULTANCY,Ilam,Private,2064
BALKUMARI HOUSING,Kathmandu,Private,2064
MOTION MEDIA,Kathmandu,Private,2064
PURNA SHREE EXPRESS,Sankhuwasabha,Private,2064
NEPAL HEALTH SOCIETY,Kathmandu,Private,2064
HARI OM DEVELOPMENT,Jhapa,Private,2064
HIMALAYAN REALTY,Kathmandu,Private,2064
UNIVERSAL REALTY,Kathmandu,Private,2064
LANDMARK REALTY,Kathmandu,Private,2064
EDUCATION & RESEARCH SERVICES,Kathmandu,Private,2064
GENERATION NEXT NEPAL,Kathmandu,Private,2064
GALAXY VISION LINK INTERNATIONAL,Kathmandu,Private,2064
SUPREME BUILDERS,Kathmandu,Private,2064
CITY FARM & NURSERY,Kathmandu,Private,2064
LALITPUR HEALTHCARE,Lalitpur,Private,2064
DUPCHESHWAR HOUSING,Kathmandu,Private,2064
CIS,Lalitpur,Private,2064
K.L. EMPLOYMENT SERVICE,Kathmandu,Private,2064
RASUWA TRADING COMPANY,Rasuwa,Private,2064
TEMPLE ENGINEERING,Kathmandu,Private,2064
CHIRAG MULTI MEDIA,Kathmandu,Private,2064
TEAM ON EQUITABLE ACTION AND MANAGEMENT,Kathmandu,Private,2064
PEACE NEPAL FASHION INDUSTRIES,Kathmandu,Private,2064
DAILEKH SHRIJANSHIL ENGLISH MEDIUM SCHOOL,Dailekh,Private,2064
MELAMCHI AAWAS COMPANY,Kathmandu,Private,2064
BARSHA TRAVELS & TOURS,Kathmandu,Private,2064
FIRST UNIQUE TOURS AND TRAVELS,Kathmandu,Private,2064
DOVAN FILMS PRODUCTION,Kathmandu,Private,2064
DHAULAGIRI HEALTH CARE CENTRE,Kathmandu,Private,2064
AGRO-METAL INVESTMENT,Kathmandu,Private,2064
DANPHE RUGS NEPAL,Bhaktapur,Private,2064
LOYAL CARGO & EXPORT,Kathmandu,Private,2064
ANSURAJ MULTI BUSINESS CONCERN,Lalitpur,Private,2064
SPARK HIMALAYAN TRADING,Kathmandu,Private,2064
DHAPASI SUNDAR TENT HOUSE CATERING,Kathmandu,Private,2064
GOKARNA GOODS SUPPLIERS,Kathmandu,Private,2064
NEPAL SAT MEDIA,Lalitpur,Private,2064
