ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Gurukul Academy Achham,Achham,Private,2072
Dharmeshwor Policlinic,Achham,Private,2072
Baijnath Polyclinic,Achham,Private,2072
Ramarosan Micro Finance Bittiya Sanstha,Achham,Public,2072
Nardeep English Boarding School Achham,Achham,Private,2072
Umpire Public School Achham,Achham,Private,2072
Gyankunj Educational Academy Achham,Achham,Private,2072
Venture For Educational Negotiation To Upgrade Needy Students Foundation,Achham,Private,2072
Public Vidya Mandir Achham,Achham,Private,2072
Spencer Institute,Achham,Private,2072
Ramaroshan Education Network,Achham,Private,2072
Shristi Educational Institute,Achham,Private,2072
Mid Horizen Multipurpose,Arghakhanchi,Private,2072
Aayava Petroleum,Arghakhanchi,Private,2072
Khachi Mathura Sangam Krishi Tatha Babasaya Farm,Arghakhanchi,Private,2072
Himalayan Balkot Krishi Tatha Pashu Farm,Arghakhanchi,Private,2072
Panini Krishi Farm,Arghakhanchi,Private,2072
Y. R. Etta Udhyog,Arghakhanchi,Private,2072
Arghakhanchi Etta Udhyog,Arghakhanchi,Private,2072
K. P. Adhunik Etta Udhyog,Arghakhanchi,Private,2072
P. K . Etta Udhyog,Arghakhanchi,Private,2072
R.S.S. Construction,Arghakhanchi,Private,2072
Chhaya Polyclinic,Arghakhanchi,Private,2072
Arghakhanchi Hotel Sathi,Arghakhanchi,Private,2072
Arghakhanchi Taxi Byabasayee Samiti,Arghakhanchi,Private,2072
Shree Ganesh Chadani Agro Farm,Arghakhanchi,Private,2072
Hansapur Public English Boarding School Arghakhanchi,Arghakhanchi,Private,2072
Aglung  Hydropower Company,Arghakhanchi,Private,2072
Brilliant English Boarding School Arghakhanchi,Arghakhanchi,Private,2072
New Moonlight English Boarding School Arghakhanchi,Arghakhanchi,Private,2072
Khanal  Dental  Clinic,Arghakhanchi,Private,2072
Tribeni  Danta  Center,Arghakhanchi,Private,2072
Ranikuwa International Hrydropower  Company,Arghakhanchi,Private,2072
Glorious English Boarding School Khilji,Arghakhanchi,Private,2072
